Date,Job Title,Company Name,Company Address,Work Type,Career Level,URL,Description,Requirements,Salary,Experience,Education,Skills & Tools
2022-09-27 16:37:54,Sales Analyst,Confidential,"Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/38nEwo6G6675-Sales-Analyst-Giza-Egypt%3Fo%3D11%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Performs various data analysis, sales office administration and executive secretary within Sales department.</li><li>Customer contracts approval & Accounts opening.</li><li>Analyzes Sales targets against the actual Sales.</li><li>Upload registers & files in the company information system.</li><li>Monitor all campaign results & all related reports.</li><li>Qualify & allocated sales leads.</li><li>Assists Sales Manager in coordinating with other departments.</li><li>Assists Sales Manager and Sales Team in all areas within Egypt in compiling and analyzing sales data.</li><li>Prepares daily, weekly and monthly region sales reports specifying product types.</li><li>Assists the Sales Manager and Sales Team in developing business proposals and other documents.</li><li>Receives all correspondence to Sales Department staff in their absence; distributes all correspondence from the sales department to other company units.</li><li>Coordinates with other company departments to solve problems related to Sales</li><li>Assists the Sales Manager in developing an effective sales plan.</li></ul>",<ul><li>Advanced Excel Knowledge is a must.</li><li><span>Advanced PowerPoint Knowledge is a must.</span></li><li><span>3 Years Experience at least in admin or coordinator position.</span></li><li><span>Good communication skills.</span></li><li><span>Perfect English language.</span></li><li><span>Teamwork player.</span></li></ul>,Confidential,3+ years,Bachelor's Degree,"Admin, Administration, Sales, Office Administration, Office Management, Data Analysis, Sales Plans, Analysis, Communication skills, English, Sales Analysis"
2022-09-25 13:15:54,Senior Financial Analyst,Future Group,"Dokki, Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/KkOIsznkgJxQ-Senior-Financial-Analyst-Future-Group-Giza-Egypt%3Fo%3D12%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,<ul><li>Responsible for preparing the monthly financial reporting package for all the group companies.</li><li>Responsible for preparing Consolidated Monthly Financial Reports.</li><li>Spearhead the annual and quarterly budgeting and forecasting processes.</li><li>Maintaining knowledge and keep abreast of new investment regulations or policies.</li><li>Developing financial models that help with decision-making.</li><li>Preparing monthly executive summaries.</li></ul>,"<ul><li>Bachelor's degree in Finance, Accounting, or related field; CFA, ACCA, or CMA a plus.</li><li>2-4 years of relevant experience in corporate finance, financial planning & analysis, investment banking, or other related fields.</li><li>Strong working knowledge of Excel and financial modeling, and PowerPoint</li><li>Excellent analytical, decision-making, and problem-solving skills</li><li>Attention to accuracy and detail required</li><li>Language: Native Arabic Speaker with Fluent English</li></ul><p> </p>",Confidential,2 - 4 years,Bachelor's Degree,"Financial Data Analysis, Finance, analytical, Accounting, ACCA, CMA, English, excel, Financial Analysis, Analysis, Banking, Financial, Financial Management"
2022-09-21 19:40:07,Chargeback Analyst,WebBeds,"Nasr City, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/Nmz0uUUQFbbI-Chargeback-Analyst-WebBeds-Cairo-Egypt%3Fo%3D13%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p>Our Commercial Technology Team is growing, and we are currently in the look-out for an <strong>Chargeback Analyst for our Cairo Office.</strong></p><p>On top of having a fantastic opportunity to join the world’s fastest growing and 2nd largest B2B accommodation supplier to the travel industry, we are also presenting an exciting opportunity for you to thrive in a fast-paced environment which can help us propel each other to greater heights! </p><p><strong>Job Purpose:</strong></p><p>Chargeback Analyst is responsible for processing payment related disputes for credit and debit cards payments on behalf of WebBeds.  Also responsible for facilitating the research, resolution and acquiring the dispute handling skills of payment related dispute claims.</p><p><strong>What you'll do:</strong></p><p>The position is responsible for processing basic and more complex disputes for Credit or Debit card on behalf of WebBeds.  Working primarily fraud cases and service-related dispute cases, they will learn systems and dispute processes.</p><ul><li>Review evidence or case presented and leveraging acquirer/schemes dispute resolution management rules to determine the validity of each claim and its potential for recovery</li><li>Chargeback team is utilizing acquirer/scheme dispute process/systems to attempt recovery on behalf of WebBeds, ensuring that disputes are submitted in accordance with acquirer/scheme operating regulations, and that all required evidentiary and technical conditions and requirements are met</li><li>When disputes are challenged by the acquirer/issuing bank via a representment, collaborate with WebBeds business to review the new evidence to assess its validity and resolve the claim or counterchallenge the representment through pre-arbitration or arbitration</li><li>Work and balance Incoming/Outgoing disputes with acquirer portal and financial books</li><li>Chargeback team communicate via email and phone to acquirers, suppliers, customers, and internal /external business units as necessary</li><li>Liaise with other departments in WebBeds /partners/third party to find evidence on how to defend chargebacks</li><li>Highlight fraud trends when reviewing transactions</li></ul><p><strong>Additional Responsibilities as a Senior:</strong></p><ul><li>Support Revenue Protection Manager for improving acceptance on card payments through deep dive analysis</li><li>Support Revenue Protection Manager for onboarding new partner, payment method and continuous improvement.</li></ul><p><strong>Level of Management Responsibility:</strong></p><ul><li>Low-level management, responsible for direct task execution and deliverables</li></ul><p><strong>Key Measures:</strong></p><ul><li>Reduce operating cost or financial losses to WebBeds</li><li>Fight fraud and eliminate chargebacks</li></ul>","<p><strong>To thrive in this role, you will need:</strong></p><ul><li>Degree or Honours (12 + 3 or equivalent)</li><li>Payments or Finance or Revenue Accounting 5+ Years</li><li><strong>Skills:</strong> Analytical and decision making</li><li><strong>Behavioral Requirements</strong>: Collaboration, Engaging Others, Delivering and Drive</li></ul><p><strong>Apply now and we'll be happy to accommodate you!</strong></p>",Confidential,5 - 7 years,Bachelor's Degree,"Revenue Management, Financial Accounting, Data Analytics, Dispute claims, Travel, Tourism, Accounting, Finance"
2022-09-21 12:13:15,Senior Treasury Analyst,TAQA Petroleum,"Garden City, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/hp32WHc5otxr-Senior-Treasury-Analyst-TAQA-Petroleum-Cairo-Egypt%3Fo%3D14%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,<ul><li>Responsible for all cash management & Trade Finance Operations (LGs – IDCs – Transfer Funds)</li><li>Monitoring & analyzing the cash conversion cycle for each business line (Fuels – Lubes)</li><li>Preparing cash position & forecasts on daily basis to ensure the financial stability for the business</li><li>Monitoring all financials ratios and loans convenient to avoid default risks</li><li>Negotiating with the banks treasury dealers for primary & secondary markets of treasury bills rates</li><li>Providing cash management solutions for the business to improve the cash conversion cycle</li><li>Responsible for maintaining relationship with FIs (Bank & Insurance Companies)</li><li>Prepare Financial Model & Forecast for each project</li></ul>,<ul><li>Negotiation skills</li><li>Presentation skills</li><li>Strategic planning</li><li>Verbal communication skills</li><li>Written communication skills.</li><li>Bachelor degree of accounting or related certificate is required</li></ul>,Confidential,4 - 5 years,Bachelor's Degree,"Finance, Financial Data Analysis, Accounting, Analysis, Treasury, Treasury Accounting"
2022-08-28 15:38:24,Data Analyst - Quality Assurance Department,IdealRatings,"Heliopolis, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/SmiRP57Qnyx1-Data-Analyst---Quality-Assurance-Department-IdealRatings-Cairo-Egypt%3Fo%3D15%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Assist in ensuring the quality of large dataset.</li><li>Run analysis to identify the weaknesses of the tested data.     </li><li>Execute automated and unautomated test cases, analyze the results, and share the findings.</li><li>Clearly communicate details of issues, severity, and priority.</li></ul>","<ul><li>0-2 years of experience.</li><li>Bachelor’s degree in Business, Finance, Accounting or Economics.</li><li>High researching skills.</li><li>Effective problem solving and strong analytical skills.</li><li>Detail-oriented.</li><li>Dedicated to creativity.</li><li>Capable of handling multiple tasks simultaneously.</li><li>Excellent command of English.</li><li>Excellent communication skills.</li><li>Excellent knowledge of MS Excel.</li></ul>",Confidential,0 - 2 years,Bachelor's Degree,"Finance, Quality Assurance, Economic Statistics, Skills, Detail Oriented, QA, English, Communication skills, Quality Control, MS, Accounting, Communication, Analysis, Computer Science, Data Analysis, Economics, Information Technology (IT)"
2022-09-06 14:45:30,HR Reporting Analyst,Partner & More,"Abu Rawash, Giza, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/LjehaQu2c9ZJ-HR-Reporting-Analyst-Partner-More-Giza-Egypt%3Fo%3D16%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>On behalf of a Leading Trading &amp; Distribution Co.,<br>Partner &amp; More is recruiting:<br><br><a href=""https://www.linkedin.com/feed/hashtag/?keywords=hr_reporting&amp;highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6972894674147508224"">#HR_Reporting</a> <a href=""https://www.linkedin.com/feed/hashtag/?keywords=analyst&amp;highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6972894674147508224"">#Analyst</a><br><br>Location: Head Quarter –&nbsp;<a href=""https://www.linkedin.com/feed/hashtag/?keywords=abu_rawash&amp;highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6972894674147508224"">#Abu_Rawash</a><br><br>Job Responsibility</li><li>Design HR department analysis and data recording systems for use throughout the HR Functions</li><li>Maintain databases and perform updates as necessary to ensure accuracy</li><li>Regularly examine data reports to locate and resolve mistakes throughout</li><li>Accurately analyze and collect data for various types of business reports</li><li>Create business reports that provide insight into key data points</li><li>Communicate the results of data analysis in written and verbal form to managers</li><li>Monitor data to identify changes in financial and business trends</li></ul>",<ul><li>Job Requirements:</li><li>Strong analytical skills and comfortable dealing with numerical data for the development of data-driven reports</li><li>Strong written and verbal communication skills to effectively relate data to coworkers</li><li>Demonstrable experience as a reporting analyst</li><li>Strong report writing abilities</li><li>BSc. in any discipline</li><li>Fluent in English</li><li>7+ years’ experience in a similar role&nbsp;</li></ul>,Confidential,7 - 10 years,Bachelor's Degree,"Analysis, Analyst, analytical, Communication, Communication skills, Data, English, Human Resources (HR), Reporting, reports, Development, Microsoft Office, Writing"
2022-08-21 16:07:30,Senior Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/ecDQZn7zPGxQ-Senior-Data-Analyst-Z2-Data-Cairo-Egypt%3Fo%3D17%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.</li><li>Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.</li><li>Establish rules and procedures for data sharing with upper management, external stakeholders etc.</li><li>Support others in the daily use of data systems and ensure adherence to legal and company standards.</li><li>Assist with reports and data extraction when needed.</li><li>Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).</li><li>Ensure digital databases and archives are protected from security breaches and data losses.</li><li>Troubleshoot data-related problems and authorize maintenance or modifications.</li><li>We are looking for an experienced Senior Data Analyst to oversee the development and use of data systems.</li><li>You will discover efficient ways to organize, store and analyze data with attention to security and confidentiality.</li><li>You should be able to fully grasp the complexity of data management.</li><li>The ideal candidate will have a strong understanding of databases and data analysis procedures.</li><li>You will also be tech-savvy and possess excellent troubleshooting skills.</li><li>The goal is to ensure that information flows timely and securely to and from the organization as well as within.</li></ul>","<ul><li>Proven experience as Senior Data Analyst minimum 2 years.</li><li>Excellent understanding of data administration and management functions (collection, analysis, distribution etc.).</li><li>Familiarity with modern database and information system technologies.</li><li>Proficient in MS Office (Excel, Access, Word, PowerPoint etc.).</li><li>An analytical mindset with problem-solving skills.</li><li>Excellent communication and collaboration skills.</li></ul>",Confidential,2 - 4 years,Bachelor's Degree,"Data Analysis, Analysis, Administration, Computer Science, Data Analyst, Database, Data, Analyst, Information Technology (IT), Management"
2022-09-07 13:36:13,Business Analyst,Cilantro,"Maadi, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt%3Fo%3D18%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p><strong>Job Summary:</strong></p><p>A Business Analyst collects, analyzes, and presents business results data and turns it into information that can offer ways to improve a business, thus affecting business decisions.</p><p>&nbsp;</p><p><strong>Role &amp; Responsibilities</strong></p><ul><li>Collect the financial (Sales, T.A, A.C&amp; GOP) and non-financial (Quality, Mystery Shopper, Customer Complaints) results of the business units on monthly basis.</li><li>Build and present a monthly dashboard for the top management to support the decision-making process.</li><li>Make the Same Store results comparisons and the internal benchmarking analysis to support the decision-making process.</li><li>Identify, analyze, and interpret trends or patterns in complex data sets.</li><li>Present the Results Matrix monthly for the brand, per store, and per area.</li><li>Analyze data to support the top management with answers to the most important business issues and questions.</li><li>Sets campaigns &amp; products projections</li><li>Delivers campaigns performance reports during &amp; after each campaign</li><li>Identifies business performance gaps &amp; recommends solutions</li><li>Monitors &amp; manages the Marketing Budget</li><li>Manage the quality of sales activities and analyze the upselling activities</li></ul>","<p><strong>Qualifications:</strong></p><ul><li>Bachelor's Degree</li><li>10 Years of Experience</li><li>Good command of English language (reading, writing &amp; speaking)</li></ul><p>· Good command of the below:</p><ul><li>Advanced Excel Expertise</li><li>Pivot Table</li><li>Power BI</li><li>Google Data Studio</li></ul>","Confidential, 20% Monthly Incentive",10+ years,Bachelor's Degree,"Business Analysis, Analysis, Data, Data Analytics, Microsoft Power BI, excel, English, Computer Science"
2022-08-22 10:18:19,Data Analyst - Banha,Z2 Data,"Banha, Qalubia, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/5JCxxhUwHrzn-Data-Analyst---Banha-Z2-Data-Qalubia-Egypt%3Fo%3D19%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.</li><li>Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.</li><li>Support others in the daily use of data systems and ensure adherence to legal and company standards.</li><li>Assist with reports and data extraction when needed.</li><li>Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).</li><li>Ensure digital databases and archives are protected from security breaches and data losses.</li><li>Troubleshoot data-related problems and authorize maintenance or modifications.</li></ul>",<ul><li>A Graduate of Faculty of commerce.</li><li>Very good understanding of English.</li><li>Very good in MS office package.</li><li>Males or Female only.</li></ul>,Confidential,0 - 3 years,Bachelor's Degree,"Analysis, Commerce, Computer Science, Data Analysis, English, MS Office, Information Technology (IT)"
2022-08-21 16:05:05,Senior Financial Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/r23QlbZLj34c-Senior-Financial-Data-Analyst-Z2-Data-Cairo-Egypt%3Fo%3D20%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,<ul><li>Analyzing the extracted information from the financial statements. </li><li>Handling R&D and enhancing the operational techniques used to improve the data procedures in best possible way and facilitate the operational daily work of the teams.</li><li>Assigning Targets and setting plans for the teams according to the business needs.</li><li>Prepare and deliver the necessary training needed for new comers.</li><li>Supporting the new comers and teams on daily basis to ensure the process is implemented.</li><li>Testing the data inserted in the system and reporting any issue occurred in the process. </li><li>Assisting the Financial Analysis Manager in daily technical tasks.</li><li>Reporting to the Finance Manager the operation progress on a weekly basis.</li></ul>,"<ul><li>Bachelor degree of English Commerce is a Must.</li><li>Gender: Male or female.</li><li>Maximum age to apply: 28-30.</li><li>Excellent English Command.</li><li>CFA Certificate is Preferable or “On Going”.</li><li>Must have experience in Financial Analysis from 3-5 years.</li><li> Strong Communication skills, Researching skills, data gathering, data analysis, financial statements, must meeting the deadline, reporting skills, leadership skills.</li></ul>",Confidential,3 - 5 years,Bachelor's Degree,"Analysis, Accounting, Financial, Communication skills, Commerce, CFA, Data, Data Analysis, English, Finance, Financial Analysis, Reporting"
2022-08-21 16:02:14,Junior Financial Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/JeFJXhJWDb4O-Junior-Financial-Data-Analyst-Z2-Data-Cairo-Egypt%3Fo%3D21%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,<ul><li>Analyzing the extracted information from the financial statements. </li><li>Handling R&D and enhancing the operational techniques used to improve the data procedures in best possible way and facilitate the operational daily work of the teams.</li><li>Supporting the new comers and teams on daily basis to ensure the process is implemented.</li><li>Testing the data inserted in the system and reporting any issue occurred in the process. </li><li>Assisting the Financial Analysis Manager in daily technical tasks.</li><li>Reporting to the Finance Manager the operation progress on a weekly basis.</li></ul>,"<ul><li>Bachelor degree of English Commerce is a Must.</li><li> Gender: Male or female.</li><li> Maximum age to apply: 28-30.</li><li>Excellent English Command.</li><li> Strong Communication skills, Researching skills, data gathering, data analysis, financial statements, must meeting the deadline, reporting skills, leadership skills.</li></ul>",Confidential,0 - 1 years,Bachelor's Degree,"Analysis, Accounting, Financial Analysis, Financial Statements, Commerce, Communication skills, Data, Data Analysis, English, English commerce, Finance, Financial"
2022-09-27 08:56:21,Senior Research Analyst - Mobile Phones,IDC,"Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/mfezdURGilqD-Senior-Research-Analyst---Mobile-Phones-IDC-Cairo-Egypt%3Fo%3D22%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>IDC is looking for a (Senior) Research Analyst for its Mobile Phones Program, to be based out of Cairo, Egypt.&nbsp;</li><li>The successful candidate will serve and manage the regional operations as well as support goals and business strategy in Middle East and North Africa regions.&nbsp;<br>Assume ownership of data and provide reviews for Saudi Arabia and other Middle Eastern markets.</li><li>Build and maintain a network of vendors, channel partners and other technology industry players in the country and the region including traders and re-exporters.</li><li>Contribute to business development by leveraging existing C-level and senior-level industry relationships.</li><li>Conduct primary and secondary research focused in Middle East and Africa for IT devices and technologies including but not limited to:&nbsp;Mobile Phones</li><li>Contribute to custom research engagements, including with other teams within IDC.</li><li>Regularly work with quantitative market sizing and forecast tools</li><li>Regularly write insightful reports (including publications and press releases) with ability to draw meaningful conclusions from data.</li></ul><p>&nbsp;</p>",<ul><li>Travel Requirements: The research analyst will be required to travel at least quarterly to cover Middle East countries effectively (including Saudi Arabia).</li></ul><p>&nbsp;</p>,"Confidential, Annual Bonus",3 - 7 years,Bachelor's Degree,"Analyst, Analysis, Market Research, Research analyst, Information Technology (IT), Research, Marketing, Communication"
2022-08-21 16:13:21,Junior Data Analyst,Z2 Data,"Nasr City, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/vRmBDfFqeBXN-Junior-Data-Analyst-Z2-Data-Cairo-Egypt%3Fo%3D23%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.</li><li>Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.</li><li>Support others in the daily use of data systems and ensure adherence to legal and company standards.</li><li>Assist with reports and data extraction when needed.</li><li>Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).</li><li>Ensure digital databases and archives are protected from security breaches and data losses.</li><li>Troubleshoot data-related problems and authorize maintenance or modifications.</li></ul>",<ul><li>A Graduate of Faculty of commerce.</li><li>Very good understanding of English.</li><li>Very good in MS office package.</li><li>Males or Female .</li></ul>,Confidential,0 - 1 years,Bachelor's Degree,"Data Analysis, Analysis, Commerce, Computer Science, Information Technology (IT), English, MS Office"
2022-09-26 17:53:38,Senior Software Business Analyst,Softec Technologies,"Maadi, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/Jn0hHELYsTGk-Senior-Software-Business-Analyst-Softec-Technologies-Cairo-Egypt%3Fo%3D24%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<p><strong><u>Responsibilities </u></strong></p><ul><li>Collect, analyze, and Define customers’ specifications and requirements</li><li>Help design, document and maintain system processes</li><li>Communicate key insights and findings to product team</li><li>Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to customers</li><li>Own and develop relationship with customers & partners and work with them to discover areas of improvements and integration</li></ul>","<p><strong><u>Requirements </u></strong></p><ul><li>5+ Previous experiencein Business Analysis</li><li>A degree in IT / Computer Science</li><li>Proven experience in eliciting requirements</li><li>Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools</li><li>Strong written and verbal communication skills including technical writing skills in both Arabic and English</li><li>Must have working experience on large scale projects as well as handling day-to-day operational requests</li><li>Strong project management, ability to successfully manage multiple tasks at any given point, strong relationship building skills & communication skills</li></ul>",Confidential,5+ years,Bachelor's Degree,"Business Analysis, System Analysis, Technical Analysis, Analysis, Information Technology (IT), Computer Science, Project Management, Communication Skills, Technical Writing, Software Development, Communication, IT"
2022-10-02 10:23:12,Junior Analyst,Synergy Markets,"New Cairo, Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),https://wuzzuf.net/jobs/p/sNUUFKB219oN-Junior-Analyst-Synergy-Markets-Cairo-Egypt%3Fo%3D25%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Analyze current and past financial data and performance to make recommendations on profit enhancement</li><li>Consistently analyze financial information based on both routine and ad-hoc reports</li><li>Interpret financial data to recognize changing trends, patterns, and their meaning related to key performance indicators</li><li>Build financial models from scratch / spread financial statements</li><li>Write creative investment teasers</li></ul>","<p><strong>Qualifications</strong></p><ul><li>Bachelor's degree in Accounting, Economics, or Finance or equivalent experience</li><li>0 - 3 years' financial analysis and modeling experience</li><li>Advanced knowledge of Excel</li><li>Excellent written &amp; spoken English language</li></ul>",5000 - 8000 EGP (Per Month),0 - 3 years,Bachelor's Degree,"Analysis, Finance, Modeling, English, Financial Analysis, Accounting, Computer Skills, Financial"
2022-09-28 13:09:51,Product Analyst,Unifonic,"Cairo, Egypt","Full Time, Work From Home",Experienced (Non-Manager),https://wuzzuf.net/jobs/p/QclH1KOocgVK-Product-Analyst-Unifonic-Cairo-Egypt%3Fo%3D26%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<h3> </h3><p>Unifonic is a customer engagement platform that enables organizations to delight customers with remarkable omnichannel experiences. By unifying communication channels, messaging apps, and chatbots, Unifonic streamlines conversations at every touchpoint throughout the customer journey.</p><p> </p><p><strong>Product Principle: </strong>We build products that take the complexity out of business communication.</p><p><strong>Our Approach</strong>: We are a team of missionaries that are passionate about learning, accountable to product success, have a deep understanding of our business context, and have tangible empathy for our customers.</p><p> </p><p><strong>Product Analyst</strong></p><p>The Product team at Unifonic is on the lookout for a talented Product Analyst to focus on building and launching transformative communication products for our clients. In this role, you will collaborate with product managers and engineers to co-develop a roadmap and drive products and features from concept to launch in a fast-paced environment. The responsibilities of the Product Analyst include but are not limited to:<br><br> </p><ul><li>Translate market requirements and user stories into detailed functional requirements for new product features that meet market needs.</li><li>Translate product roadmap features into well-defined product requirements including features, user stories, and acceptance test criteria.</li><li>Groom development backlog based on Product Management priorities.</li><li>Design user interface of new features in accordance with accepted UI/UX principles and internal design standards.</li><li>Facilitate developers by refining unclear requirements and removing other obstacles during development.</li><li>List acceptance criteria for new features and perform user acceptance testing on iterative internal releases.</li><li>Review QA test plans for completeness, care, and precision.</li><li>Communicate development status to all internal stakeholders and schedule regular internal demos of in-progress features.</li><li>Train internal Support and Professional Services teams on new features and functionality.</li><li>Remember each project’s place in the overall product roadmap and respond when changes to one affect the other.</li><li>Provide Technical Writer with information as necessary.</li><li>Work with cross-functional teams and various stakeholders, including analytics, design/user experience, engineering, and user enablement.</li><li>Work in an Agile environment and continuously reviews the business needs, refines priorities, outlines milestones and deliverables, and identifies opportunities and risks.</li><li>Participate in communications between product managers & stakeholders and customers across the organization to inform the product vision, strategy, features, and prioritization.</li><li>Co-own, and executes product roadmap.</li><li>Prioritize and maintains the sprint backlog for assigned products, balancing the requirements of stakeholders.</li></ul>","<h3>&nbsp;</h3><p><strong>Requirements:</strong></p><ul><li>Bachelor’s degree and 4 years of product or project development experience</li><li>Exposure to work with ML/AI team and understand how chatbots are created.</li><li>Understand the design behavior of chatbots.</li><li>Deep expertise in two or more areas: chatbots, conversational interfaces, NLP, machine learning, artificial intelligence (AI), data analytics.</li><li>Identify new integrations needs and write functional requirements for them</li><li>Assist in design, build and deployment of conversational flows for various channels (web, whatsapp, fb messenger, twitter dm)</li><li>Help with the buildout of new intents, including collecting historical utterances, training intents, conversational design and optimization.</li></ul><p><strong>Qualifications / Skills:</strong><br>&nbsp;</p><ul><li>Balance of technical knowledge and business acumen</li><li>Knowledge of Agile principles and SCRUM.</li><li>Customer-first, ABCD thinking mindset</li><li>Proactive, self-starter with excellent project management skills and ability to manage multiple tasks effectively</li><li>Excellent communication skills with the ability to engage, influence, and inspire partners and stakeholders to drive collaboration and alignment</li><li>High degree of organization, individual initiative, and personal accountability</li><li>Comfortable using project management tools such as JIRA</li><li>Technical background is a plus</li><li>Ability to write detailed, concise functional requirements.</li><li>Ability to solve existing problems and anticipate new ones</li></ul>",Unpaid,4+ years,Bachelor's Degree,"Terraform, Computer Engineering, Engineering, English, Information Technology (IT), Software, Software Development, Software Engineering, Communication skills, Communication, Lead, Computer Science, Project, Business Analysis, Product, Project Management, Design, chatbot, Agile, business, Management, Scrum"
2022-08-19 13:50:23,Data Analyst,Arma Foods ,"New Cairo, Cairo, Egypt",Full Time,Experienced (Non-Manager),https://wuzzuf.net/jobs/p/3ZTNoLhqBc6T-Data-Analyst-Arma-Foods-Cairo-Egypt%3Fo%3D27%26l%3Dsp%26t%3Dsj%26a%3Ddata%20analyst%7Csearch-v3%7Cnavbl%7Cspbl,"<ul><li>Develop the data analytics methods to collect relevant data from different sources in order to meet the needs of business growth.</li><li>Analyze and solve consumers’ queries by providing information on complex processes and the related policies, referring to others where necessary for interpretation of data.</li><li>Translate business questions into learning plans and then develop and conduct research studies to collect data to develop insights. </li><li>Make sure that there is effective communication of market and consumer data.</li><li>Communicate findings, through data visualization, with concerned business teams to develop decision-making based on the data and insights available.</li><li>Deal with departments’ leaders to identify opportunities & strengths for better process improvements, recommend system modifications, and develop policies.</li><li>Use different statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.</li><li>Prepare reports for stakeholders to help them make the right decisions and solve big issues in the right way.</li></ul>","<ul><li>Degree in Business, Technology, Engineering, or a related field.</li><li>3 to 5 years of experience in business analysis & data analysis.</li><li>Excellent Command of English.</li><li>Experience in using SAP system is a must.</li><li>Good Knowledge at Sales BUZZ.</li><li>IT background.</li><li>High Command of report generating software like Power BI, Tableau or SSRS.</li><li>Good Knowledge of analytic/programming languages like SQL, Python or R.</li><li>Experience with Business Process& Task Management tools e.g., Click Up, Trello, Monday...etc.</li><li>Excellent analytical & reporting skills.</li></ul>",Confidential,3 - 5 years,Bachelor's Degree,"Data Analysis, Analysis, Computer Science, Information Technology (IT), Reporting, Power BI, IT, analytical, Data, Engineering, English, Python, SQL, Tableau"
